"domain_dbc","message_name","old_id_hex","old_id_dec","new_tier","new_group","new_index","new_id_hex","new_id_dec","priority_class","owner_ecu","flow_ref","comm_ref","var_ref","code_ref","test_ref","impact_note","status","approver","approved_date"
"infotainment_can.dbc","frmConnectivityStateMsg","0x26B","619","2","4","19","0x293","659","Medium","INFOTAINMENT_GW","0302_NWflowDef.md::frmConnectivityStateMsg","0303_Communication_Specification.md::frmConnectivityStateMsg","","canoe/cfg/channel_assign/Infotainment/INFOTAINMENT_GW.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"infotainment_can.dbc","frmIviHealthDetailMsg","0x26C","620","2","4","20","0x294","660","Medium","INFOTAINMENT_GW","0302_NWflowDef.md::frmIviHealthDetailMsg","0303_Communication_Specification.md::frmIviHealthDetailMsg","","canoe/cfg/channel_assign/Infotainment/INFOTAINMENT_GW.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"infotainment_can.dbc","frmClusterSyncStateMsg","0x26D","621","2","4","21","0x295","661","Medium","IVI_GW","0302_NWflowDef.md::frmClusterSyncStateMsg","0303_Communication_Specification.md::frmClusterSyncStateMsg","","canoe/cfg/channel_assign/Infotainment/IVI_GW.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmIgnitionEngineMsg","0x300","768","2","5","8","0x2A8","680","Medium","VAL_SCENARIO_CTRL","0302_NWflowDef.md::frmIgnitionEngineMsg","0303_Communication_Specification.md::frmIgnitionEngineMsg","","canoe/cfg/channel_assign/ETH_Backbone/VAL_SCENARIO_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmGearStateMsg","0x301","769","2","5","9","0x2A9","681","Medium","VAL_SCENARIO_CTRL","0302_NWflowDef.md::frmGearStateMsg","0303_Communication_Specification.md::frmGearStateMsg","","canoe/cfg/channel_assign/ETH_Backbone/VAL_SCENARIO_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmPowertrainGatewayMsg","0x302","770","1","0","9","0x109","265","High","DOMAIN_ROUTER","0302_NWflowDef.md::frmPowertrainGatewayMsg","0303_Communication_Specification.md::frmPowertrainGatewayMsg","","canoe/cfg/channel_assign/Powertrain/DOMAIN_ROUTER.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmEngineSpeedTempMsg","0x303","771","1","1","10","0x12A","298","High","ENG_CTRL","0302_NWflowDef.md::frmEngineSpeedTempMsg","0303_Communication_Specification.md::frmEngineSpeedTempMsg","","canoe/cfg/channel_assign/Powertrain/ENG_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmFuelBatteryStateMsg","0x304","772","1","1","11","0x12B","299","High","ENG_CTRL","0302_NWflowDef.md::frmFuelBatteryStateMsg","0303_Communication_Specification.md::frmFuelBatteryStateMsg","","canoe/cfg/channel_assign/Powertrain/ENG_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmThrottleStateMsg","0x305","773","1","1","12","0x12C","300","High","ENG_CTRL","0302_NWflowDef.md::frmThrottleStateMsg","0303_Communication_Specification.md::frmThrottleStateMsg","","canoe/cfg/channel_assign/Powertrain/ENG_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmTransmissionTempMsg","0x306","774","1","1","13","0x12D","301","High","TCM","0302_NWflowDef.md::frmTransmissionTempMsg","0303_Communication_Specification.md::frmTransmissionTempMsg","","canoe/cfg/channel_assign/Powertrain/TCM.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmVehicleModeMsg","0x307","775","1","0","10","0x10A","266","High","DOMAIN_ROUTER","0302_NWflowDef.md::frmVehicleModeMsg","0303_Communication_Specification.md::frmVehicleModeMsg","","canoe/cfg/channel_assign/Powertrain/DOMAIN_ROUTER.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmPowerLimitMsg","0x308","776","1","0","11","0x10B","267","High","DOMAIN_ROUTER","0302_NWflowDef.md::frmPowerLimitMsg","0303_Communication_Specification.md::frmPowerLimitMsg","","canoe/cfg/channel_assign/Powertrain/DOMAIN_ROUTER.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmCruiseStateMsg","0x309","777","1","0","12","0x10C","268","High","DOMAIN_ROUTER","0302_NWflowDef.md::frmCruiseStateMsg","0303_Communication_Specification.md::frmCruiseStateMsg","","canoe/cfg/channel_assign/Powertrain/DOMAIN_ROUTER.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmPowertrainHealthMsg","0x30A","778","1","0","13","0x10D","269","High","DOMAIN_ROUTER","0302_NWflowDef.md::frmPowertrainHealthMsg","0303_Communication_Specification.md::frmPowertrainHealthMsg","","canoe/cfg/channel_assign/Powertrain/DOMAIN_ROUTER.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmEngineTorqueMsg","0x30B","779","1","1","14","0x12E","302","High","ENG_CTRL","0302_NWflowDef.md::frmEngineTorqueMsg","0303_Communication_Specification.md::frmEngineTorqueMsg","","canoe/cfg/channel_assign/Powertrain/ENG_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmEngineLoadMsg","0x30C","780","1","1","15","0x12F","303","High","ENG_CTRL","0302_NWflowDef.md::frmEngineLoadMsg","0303_Communication_Specification.md::frmEngineLoadMsg","","canoe/cfg/channel_assign/Powertrain/ENG_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmTransShiftStateMsg","0x30D","781","1","1","16","0x130","304","High","TCM","0302_NWflowDef.md::frmTransShiftStateMsg","0303_Communication_Specification.md::frmTransShiftStateMsg","","canoe/cfg/channel_assign/Powertrain/TCM.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmPtDiagReqMsg","0x30E","782","2","5","10","0x2AA","682","Medium","VAL_SCENARIO_CTRL","0302_NWflowDef.md::frmPtDiagReqMsg","0303_Communication_Specification.md::frmPtDiagReqMsg","","canoe/cfg/channel_assign/ETH_Backbone/VAL_SCENARIO_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmPtDiagResMsg","0x30F","783","1","0","14","0x10E","270","High","DOMAIN_ROUTER","0302_NWflowDef.md::frmPtDiagResMsg","0303_Communication_Specification.md::frmPtDiagResMsg","","canoe/cfg/channel_assign/Powertrain/DOMAIN_ROUTER.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmThermalMgmtStateMsg","0x310","784","1","1","17","0x131","305","High","ENG_CTRL","0302_NWflowDef.md::frmThermalMgmtStateMsg","0303_Communication_Specification.md::frmThermalMgmtStateMsg","","canoe/cfg/channel_assign/Powertrain/ENG_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmEnergyFlowStateMsg","0x311","785","1","0","15","0x10F","271","High","DOMAIN_ROUTER","0302_NWflowDef.md::frmEnergyFlowStateMsg","0303_Communication_Specification.md::frmEnergyFlowStateMsg","","canoe/cfg/channel_assign/Powertrain/DOMAIN_ROUTER.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"powertrain_can.dbc","frmPowertrainCtrlAuthMsg","0x312","786","1","0","16","0x110","272","High","DOMAIN_ROUTER","0302_NWflowDef.md::frmPowertrainCtrlAuthMsg","0303_Communication_Specification.md::frmPowertrainCtrlAuthMsg","","canoe/cfg/channel_assign/Powertrain/DOMAIN_ROUTER.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"adas_can.dbc","ethEmergencyRiskMsg","0x313","787","1","6","3","0x1C3","451","High","ADAS_WARN_CTRL","0302_NWflowDef.md::ethEmergencyRiskMsg","0303_Communication_Specification.md::ethEmergencyRiskMsg","","canoe/cfg/channel_assign/ETH_Backbone/ADAS_WARN_CTRL.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"eth_backbone_can_stub.dbc","ethDecelAssistReqMsg","0x314","788","1","6","4","0x1C4","452","High","WARN_ARB_MGR","0302_NWflowDef.md::ethDecelAssistReqMsg","0303_Communication_Specification.md::ethDecelAssistReqMsg","","canoe/cfg/channel_assign/ETH_Backbone/WARN_ARB_MGR.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
"eth_backbone_can_stub.dbc","ethFailSafeStateMsg","0x315","789","1","0","17","0x111","273","High","DOMAIN_BOUNDARY_MGR","0302_NWflowDef.md::ethFailSafeStateMsg","0303_Communication_Specification.md::ethFailSafeStateMsg","","canoe/cfg/channel_assign/ETH_Backbone/DOMAIN_BOUNDARY_MGR.can","","Owner-based 3/3/5 reassignment (G2 candidate); pending G1 approval.","Approved","이준영","2026-03-06"
